,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type_of_PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary_sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,State_Abv,State_Code
2903,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2006,May,Uirapuru Transmission Line,Uirapuru Transmissora de Energia S.A.,Greenfield project,"Build, operate, and transfer",Active,7/1/2006,Energy,Electricity,Electricity transmission,"Parana state, running from the Ivaipora substation to the Londrina substation",30,National,Not Available,,Not Available,,,2006,51,0,46.3,46.3,KM,122,,,Lowest tariff,Competitive bidding,Not Available,ACS Group (Actividades de Construccion y Servicios) (Not Available / 51% / Spain),Purchase agreements or transmission fees with public entity(ies),,Other  (Loan / $33 Million / 2006),No,,,"BNDES (Not Available / Not Available / $Not Available), 
Banco Regional de Desenvolvimento do Extremo Sul (BRDE) (Not Available / Not Available / $Not Available)",Yes,No,NE,2
2904,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2006,December,Vila do Conde Transmissora de Energia Ltda. ,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity transmission,northern state of Para,30,National,Not Available,,Not Available,,,2006,100,0,125.5,125.5,KM,324,,"Vila do Conde Transmissora de Energia Ltda., Vila do Conde Transmissora de Energia Ltda.",Lowest tariff,Competitive bidding,Not Available,State Grid Corporation of China (SGCC) (Not Available / 100% / China),Purchase agreements or transmission fees with public entity(ies),,MIGA (Guarantee / $6 Million / 2006),No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,NV,30
2905,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,December,Baguari Hydro Power Plant,,Greenfield project,"Build, operate, and transfer",Active,10/1/2009,Energy,Electricity,Electricity generation,State of Minas Gerais,35,National,Not Available,,Not Available,,,2007,51,Not Available,270.3,270.3,MW,140,"Hydro, Large (>50MW)",,Lowest tariff,Competitive bidding,2,"Iberdrola SA (Not Available / 23% / Spain), 
Previ (Not Available / 29% / Brazil)","Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,AR,47
2906,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,April,Cachoeirao Small Hydro Power Plant,,Greenfield project,"Build, operate, and transfer",Active,12/1/2008,Energy,Electricity,Electricity generation,State of Minas Gerais,30,National,Not Available,,Not Available,,,2007,51,Not Available,53.3,53.3,MW,27,"Hydro, Small (<50MW)",,,License scheme,,Empresa Luz e Forca Santa Maria SA (Not Available / 51% / Brazil),"Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,"Banco do Brasil (Not Available / Not Available / $Not Available), 
BNDES (Not Available / Not Available / $Not Available), 
Banco de Desenvolvimento de  Minas Gerais (BDMG) (Not Available / Not Available / $Not Available)",Yes,No,GA,35
2907,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,January,CELG Distribuicao,CELG-D,Brownfield,"Build, rehabilitate, operate, and transfer",Active,1/1/2017,Energy,Electricity,Electricity distribution,State of Goias,30,National,Not Applicable,,Not Applicable,,688.2,2017,95,688.2,Not Applicable,688.2,Number of installed connections ( in thousands),2600,Not Applicable,,Highest price paid to government,Not Applicable,Not Available,Enel SpA ($688.2 / 95% / ..),User fees,,No,No,,,,No,Yes,WA,33
2908,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,December,Estreito Hydroelectric Power Plant,Ceste,Greenfield project,"Build, operate, and transfer",Active,4/1/2011,Energy,Electricity,Electricity generation,"Tocantis River-- municipalities of Estreito, Palmeiras do Tocantins and Aguiarnopolis",35,National,Not Available,,Not Available,,,2007,100,12.9,1846,1858.9,MW,1087,"Hydro, Large (>50MW)",,Highest price paid to government,Competitive bidding,3,"Alcoa (Not Available / 26% / United States), 
SUEZ (Not Available / 40% / France), 
Companhia Vale do Rio Doce SA (CVRD) (Not Available / 30% / Brazil)",Public purchase agreements or transmission fees with private entity(ies),Sales to wholesale market,No,No,,,"Itau Unibanco (Not Available / Not Available / $Not Available), 
Banco Bradesco (Not Available / Not Available / $Not Available), 
Votorantim (Not Available / Not Available / $Not Available), 
BNDES (Not Available / Not Available / $Not Available)",Yes,No,NJ,9
2909,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,September,Foz do Chapeco Hydroelectric Power Plant,,Greenfield project,"Build, operate, and transfer",Active,3/1/2011,Energy,Electricity,Electricity generation,"Uruguay River, between the states of Santa Catarina and Rio Grande do Sul",35,National,Not Available,,Not Available,,,2007,51,97.9,1160.2,1258.1,MW,855,"Hydro, Large (>50MW)",,Highest price paid to government,Competitive bidding,Not Available,CPFL Energia (Not Available / 51% / Brazil),Public purchase agreements or transmission fees with private entity(ies),,No,No,,,"Banco Santand (Not Available / Not Available / $Not Available), 
Banco Bradesco (Not Available / Not Available / $Not Available), 
Banco do Brasil (Not Available / Not Available / $Not Available), 
Safra (Not Available / Not Available / $Not Available), 
BNDES (Not Available / Not Available / $Not Available)",Yes,No,OK,25
2910,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,December,GLEP Energias Renovaveis,PCH Piedade and PCH Santa Luiza,Greenfield project,"Build, operate, and transfer",Active,8/1/2010,Energy,Electricity,Electricity generation,States of Minas Gerais and Santa Catarina,30,National,Not Available,,Not Available,,,2007,100,Not Available,32.2,32.2,MW,16,"Hydro, Small (<50MW)",,,License scheme,,Construtora Gomes Lourenco (GLEP) (Not Available / 100% / Brazil),"Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,PA,45
2911,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,December,GLEP Energias Renovaveis,PCH Piedade and PCH Santa Luiza,Greenfield project,"Build, operate, and transfer",Active,8/1/2010,Energy,Electricity,Electricity generation,States of Minas Gerais and Santa Catarina,30,National,Not Available,,Not Available,,,2008,100,Not Available,74.5,74.5,MW,28.5,"Hydro, Small (<50MW)",,,License scheme,,Construtora Gomes Lourenco (GLEP) (Not Available / 100% / Brazil),"Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,OH,27
2912,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,November,Goias Sul,"Goiandira, Nova Aurora",Greenfield project,"Build, operate, and transfer",Active,11/1/2010,Energy,Electricity,Electricity generation,State of Goias,30,National,Not Available,,Not Available,,,2007,88,Not Available,129.7,129.7,MW,48,"Hydro, Small (<50MW)",,,License scheme,,"Iberdrola SA (Not Available / 39% / Spain), 
Previ (Not Available / 50% / Brazil)",Sales to wholesale market,,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,UT,33
2913,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,January,Hidrotermica S.A.,"PCH Jararaca, PCH Da Ilha, PCH Criuva, PCH Palanquinho, PCH Autodromo, PCH Boa Fe, PCH Sao Paulo",Greenfield project,"Build, operate, and transfer",Active,12/1/2008,Energy,Electricity,Electricity generation,State of Rio Grande do Sul,30,National,Not Available,,Not Available,,,2007,100,Not Available,116.4,116.4,MW,54,"Hydro, Small (<50MW)","Hidrotermica S.A., Hidrotermica S.A.",,License scheme,,Bolognesi Group (Not Available / 100% / Brazil),PPA/WPA payments,,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,TN,9
2914,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,January,Hidrotermica S.A.,"PCH Jararaca, PCH Da Ilha, PCH Criuva, PCH Palanquinho, PCH Autodromo, PCH Boa Fe, PCH Sao Paulo",Greenfield project,"Build, operate, and transfer",Active,12/1/2008,Energy,Electricity,Electricity generation,State of Rio Grande do Sul,30,National,Not Available,,Not Available,,,2009,100,Not Available,120,120,MW,112,"Hydro, Small (<50MW)","Hidrotermica S.A., Hidrotermica S.A.",,License scheme,,Bolognesi Group (Not Available / 100% / Brazil),PPA/WPA payments,,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,UT,36
2915,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,January,Hidrotermica S.A.,"PCH Jararaca, PCH Da Ilha, PCH Criuva, PCH Palanquinho, PCH Autodromo, PCH Boa Fe, PCH Sao Paulo",Greenfield project,"Build, operate, and transfer",Active,12/1/2008,Energy,Electricity,Electricity generation,State of Rio Grande do Sul,30,National,Not Available,,Not Available,,,2011,100,Not Available,112.6,112.6,MW,160,"Hydro, Small (<50MW)","Hidrotermica S.A., Hidrotermica S.A.",,License scheme,,Bolognesi Group (Not Available / 100% / Brazil),PPA/WPA payments,,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,MN,40
2916,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,July,Juruena Small Power Plants Complex,,Greenfield project,"Build, operate, and transfer",Active,7/1/2011,Energy,Electricity,Electricity generation,State of Mato Grosso,30,National,Not Available,,Not Available,,,2007,100,Not Available,251.2,251.2,MW,91,"Hydro, Large (>50MW)",,,License scheme,,"Linear Participacoes e Construcoes de Cuiaba (Not Available / 50% / Brazil), 
MCA Energia e Barragem Ltda (Not Available / 50% / Brazil)","Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,SC,41
2917,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,December,Retiro Baixo Hydroelectric Plant,,Greenfield project,"Build, operate, and transfer",Active,3/1/2010,Energy,Electricity,Electricity generation,Paraopeba river in the state of Minas Gerais,30,National,Not Available,,Not Available,,,2007,51,0,150.3,150.3,MW,82,"Hydro, Large (>50MW)",,Not Available,Competitive bidding,Not Available,"Arcadis (Not Available / 26% / Netherlands), 
Orteng Equipamentos e Sistemas Ltda (Not Available / 26% / Brazil)",Public purchase agreements or transmission fees with private entity(ies),,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,NC,26
2918,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,August,Rosa dos Ventos Wind Park,,Greenfield project,"Build, own, and operate",Active,11/1/2008,Energy,Electricity,Electricity generation,State of Ceara,30,National,Not Available,,Not Available,,,2007,100,Not Available,41,41,MW,37.5,Wind,,,License scheme,,"Energia Global Inc. (Not Available / 45% / ..), 
Martifer Group (Not Available / 55% / Portugal)",Purchase agreements or transmission fees with public entity(ies),,No,No,,,Banco do Nordeste do Brasil (BNB) (Not Available / Not Available / $Not Available),Yes,No,OH,47
2919,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,August,Salto do Curua Small Hydro Power Plant,,Greenfield project,"Build, operate, and transfer",Active,12/1/2008,Energy,Electricity,Electricity generation,State of Para,30,National,Not Available,,Not Available,,,2007,100,Not Available,86.2,86.2,MW,30,"Hydro, Small (<50MW)",,,License scheme,,Mafe Energia e Participacoes SA (Not Available / 100% / Brazil),"Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,OR,30
2920,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2007,October,STC - Sistema de Transmiss?o Catarinense,,Greenfield project,"Build, operate, and transfer",Active,12/1/2007,Energy,Electricity,Electricity transmission,State of Santa Catarina,30,National,Not Available,,Not Available,,,2007,60,Not Available,86.1,86.1,KM,195,Not Applicable,,Other,Competitive bidding,9,Alusa (Not Available / 60% / Brazil),"Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,SD,12
2921,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2008,January,Areia Branca Hydroelectric Project,,Greenfield project,"Build, operate, and transfer",Active,2/1/2010,Energy,Electricity,Electricity generation,southeastern Minas Gerais state,30,National,Not Available,,Not Available,,,2008,100,Not Applicable,48,48,MW,19.8,"Hydro, Small (<50MW)",,,License scheme,,SUEZ (Not Available / 100% / France),Purchase agreements or transmission fees with public entity(ies),,No,No,,,BNDES (Not Available / Not Available / $Not Available),Yes,No,WI,24
2922,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2008,February,Arembepe Thermal Power Project,,Greenfield project,"Build, own, and operate",Active,5/1/2010,Energy,Electricity,Electricity generation,State of Bahia,30,National,Not Available,,Not Available,,,2008,70,Not Available,182.5,182.5,MW,150,Diesel,,,License scheme,,"Grupo Equipav (Not Available / 50% / Brazil), 
Grupo Bertin (Not Available / 50% / Brazil)","Purchase agreements or transmission fees with public entity(ies), 
Public purchase agreements or transmission fees with private entity(ies)",Sales to wholesale market,No,No,,,Banco do Nordeste do Brasil (BNB) (Not Available / Not Available / $Not Available),Yes,No,AR,28
2923,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,2008,March,ATE III Transmissora de Energia,,Greenfield project,"Build, operate, and transfer",Active,11/1/2008,Energy,Electricity,Electricity transmission,states of Para and Tocantins,30,National,Not Available,,Not Available,,,2008,100,Not Available,401,401,KM,444,Not Applicable,,Other,Competitive bidding,Not Available,Abengoa (Not Available / 100% / Spain),Public purchase agreements or transmission fees with private entity(ies),,"IADB (Loan / $.. Million / 2008), 
IADB (Syndication / $105 Million / 2008), 
IADB (Loan / $95 Million / 2008)",No,,,"Natixis (Not Available / Not Available / $Not Available), 
ABN AMRO (Not Available / Not Available / $Not Available), 
Banco Esp¡rito Santo (BES) (Not Available / Not Available / $Not Available)",Yes,No,MI,20
